date,country,newcases
2021-07-12,spain,33932
2021-07-13,spain,43960
2021-07-14,spain,26390
2021-07-15,spain,27688
2021-07-16,spain,31060
2021-07-17,spain,
2021-07-18,spain,
2021-07-19,spain,61628
2021-07-20,spain,27286
2021-07-21,spain,30587
2021-07-22,spain,29535
2021-07-23,spain,31171
2021-07-24,spain,
2021-07-25,spain,
2021-07-26,spain,61625
2021-07-27,spain,26399
2021-07-28,spain,27149
2021-07-29,spain,26689
2021-07-30,spain,24753
2021-07-31,spain,
2021-08-01,spain,
2021-08-02,spain,55939
2021-08-03,spain,20327
2021-08-04,spain,21874
2021-08-05,spain,21387
2021-08-06,spain,21561
2021-08-07,spain,
2021-08-08,spain,
2021-08-09,spain,39638
2021-08-10,spain,15680
2021-08-11,spain,17023
2021-05-11,sweden,13812
2021-05-12,sweden,6330
2021-05-13,sweden,
2021-05-14,sweden,9192
2021-05-15,sweden,
2021-05-16,sweden,
2021-05-17,sweden,
2021-05-18,sweden,10017
2021-05-19,sweden,4619
2021-05-20,sweden,3411
2021-05-21,sweden,3168
2021-05-22,sweden,
2021-05-23,sweden,
2021-05-24,sweden,
2021-05-25,sweden,6034
2021-05-26,sweden,2732
2021-05-27,sweden,1366
2021-05-28,sweden,
2021-05-29,sweden,
2021-05-30,sweden,
2021-05-31,sweden,
2021-06-01,sweden,
2021-06-02,sweden,
2021-06-03,sweden,8520
2021-06-04,sweden,1069
2021-06-05,sweden,
2021-06-06,sweden,
2021-06-07,sweden,
2021-06-08,sweden,2671
2021-06-09,sweden,1165
2021-06-10,sweden,831
2021-06-11,sweden,727
2021-06-12,sweden,
2021-06-13,sweden,
2021-06-14,sweden,
2021-06-15,sweden,1180
2021-06-16,sweden,
2021-06-17,sweden,
2021-06-18,sweden,
2021-06-19,sweden,
2021-06-20,sweden,
2021-06-21,sweden,
2021-06-22,sweden,3378
2021-06-23,sweden,504
2021-06-24,sweden,378
2021-06-25,sweden,
2021-06-26,sweden,
2021-06-27,sweden,
2021-06-28,sweden,
2021-06-29,sweden,847
2021-06-30,sweden,247
2021-07-01,sweden,563
2021-07-02,sweden,327
2021-07-03,sweden,
2021-07-04,sweden,
2021-07-05,sweden,
2021-07-06,sweden,850
2021-07-07,sweden,353
2021-07-08,sweden,225
2021-07-09,sweden,232
2021-07-10,sweden,
2021-07-11,sweden,
2021-07-12,sweden,
2021-07-13,sweden,669
2021-07-14,sweden,367
2021-07-15,sweden,347
2021-07-16,sweden,364
2021-07-17,sweden,
2021-07-18,sweden,
2021-07-19,sweden,
2021-07-20,sweden,992
2021-07-21,sweden,479
2021-07-22,sweden,583
2021-07-23,sweden,458
2021-07-24,sweden,
2021-07-25,sweden,
2021-07-26,sweden,
2021-07-27,sweden,1355
2021-07-28,sweden,641
2021-07-29,sweden,619
2021-07-30,sweden,626
2021-07-31,sweden,
2021-08-01,sweden,
2021-08-02,sweden,
2021-08-03,sweden,1860
2021-08-04,sweden,929
2021-08-05,sweden,864
2021-08-06,sweden,845
2021-08-07,sweden,
2021-08-08,sweden,
2021-08-09,sweden,
2021-08-10,sweden,2283
2021-08-11,sweden,1236
2021-05-11,switzerland,1375
2021-05-12,switzerland,1539
2021-05-13,switzerland,
2021-05-14,switzerland,2300
2021-05-15,switzerland,
2021-05-16,switzerland,
2021-05-17,switzerland,2650
2021-05-18,switzerland,1240
2021-05-19,switzerland,1554
2021-05-20,switzerland,1198
2021-05-21,switzerland,
2021-05-22,switzerland,1201
2021-05-23,switzerland,
2021-05-24,switzerland,
2021-05-25,switzerland,2770
2021-05-26,switzerland,996
2021-05-27,switzerland,992
2021-05-28,switzerland,912
2021-05-29,switzerland,
2021-05-30,switzerland,
2021-05-31,switzerland,1717
2021-06-01,switzerland,756
2021-06-02,switzerland,717
2021-06-03,switzerland,588
2021-06-04,switzerland,491
2021-06-05,switzerland,
2021-06-06,switzerland,
2021-06-07,switzerland,1077
2021-06-08,switzerland,429
2021-06-09,switzerland,
2021-06-10,switzerland,899
2021-06-11,switzerland,354
2021-06-12,switzerland,
2021-06-13,switzerland,
2021-06-14,switzerland,684
2021-06-15,switzerland,243
2021-06-16,switzerland,282
2021-06-17,switzerland,194
2021-06-18,switzerland,173
2021-06-19,switzerland,
2021-06-20,switzerland,
2021-06-21,switzerland,367
2021-06-22,switzerland,130
2021-06-23,switzerland,154
2021-06-24,switzerland,120
2021-06-25,switzerland,109
2021-06-26,switzerland,
2021-06-27,switzerland,
2021-06-28,switzerland,239
2021-06-29,switzerland,129
2021-06-30,switzerland,129
2021-07-01,switzerland,172
2021-07-02,switzerland,158
2021-07-03,switzerland,
2021-07-04,switzerland,
2021-07-05,switzerland,449
2021-07-06,switzerland,274
2021-07-07,switzerland,295
2021-07-08,switzerland,268
2021-07-09,switzerland,323
2021-07-10,switzerland,
2021-07-11,switzerland,
2021-07-12,switzerland,822
2021-07-13,switzerland,483
2021-07-14,switzerland,527
2021-07-15,switzerland,582
2021-07-16,switzerland,
2021-07-17,switzerland,619
2021-07-18,switzerland,
2021-07-19,switzerland,1560
2021-07-20,switzerland,707
2021-07-21,switzerland,773
2021-07-22,switzerland,861
2021-07-23,switzerland,791
2021-07-24,switzerland,
2021-07-25,switzerland,
2021-07-26,switzerland,1746
2021-07-27,switzerland,853
2021-07-28,switzerland,771
2021-07-29,switzerland,827
2021-07-30,switzerland,800
2021-07-31,switzerland,
2021-08-01,switzerland,
2021-08-02,switzerland,2019
2021-08-03,switzerland,1059
2021-08-04,switzerland,1033
2021-08-05,switzerland,1025
2021-08-06,switzerland,1167
2021-08-07,switzerland,
2021-08-08,switzerland,
2021-08-09,switzerland,3145
2021-08-10,switzerland,1911
2021-08-11,switzerland,2124
2021-05-11,turkey,14497
2021-05-12,turkey,13029
2021-05-13,turkey,11534
2021-05-14,turkey,11394
2021-05-15,turkey,11472
2021-05-16,turkey,10512
2021-05-17,turkey,10174
2021-05-18,turkey,11937
2021-05-19,turkey,11553
2021-05-20,turkey,9385
2021-05-21,turkey,9528
2021-05-22,turkey,8697
2021-05-23,turkey,7839
2021-05-24,turkey,7523
2021-05-25,turkey,9375
2021-05-26,turkey,8738
2021-05-27,turkey,8426
2021-05-28,turkey,7773
2021-05-29,turkey,7656
2021-05-30,turkey,6933
2021-05-31,turkey,6493
2021-06-01,turkey,7112
2021-06-02,turkey,7181
2021-06-03,turkey,6602
2021-06-04,turkey,6169
2021-06-05,turkey,6126
2021-06-06,turkey,5386
2021-06-07,turkey,5647
2021-06-08,turkey,6609
2021-06-09,turkey,6454
2021-06-10,turkey,6408
2021-06-11,turkey,6261
2021-06-12,turkey,6076
2021-06-13,turkey,5012
2021-06-14,turkey,5626
2021-06-15,turkey,5955
2021-06-16,turkey,6221
2021-06-17,turkey,5904
2021-06-18,turkey,5575
2021-06-19,turkey,5480
2021-06-20,turkey,5091
2021-06-21,turkey,5294
2021-06-22,turkey,6143
2021-06-23,turkey,5809
2021-06-24,turkey,5703
2021-06-25,turkey,5630
2021-06-26,turkey,5266
2021-06-27,turkey,4883
2021-06-28,turkey,5283
2021-06-29,turkey,5846
2021-06-30,turkey,5496
2021-07-01,turkey,5288
2021-07-02,turkey,4891
2021-07-03,turkey,4537
2021-07-04,turkey,4418
2021-07-05,turkey,4678
2021-07-06,turkey,5299
2021-07-07,turkey,5160
2021-07-08,turkey,5171
2021-07-09,turkey,5670
2021-07-10,turkey,5530
2021-07-11,turkey,5261
2021-07-12,turkey,5404
2021-07-13,turkey,6285
2021-07-14,turkey,6907
2021-07-15,turkey,7304
2021-07-16,turkey,6918
2021-07-17,turkey,7666
2021-07-18,turkey,
2021-07-19,turkey,15347
2021-07-20,turkey,8780
2021-07-21,turkey,8151
2021-07-22,turkey,9586
2021-07-23,turkey,11094
2021-07-24,turkey,12381
2021-07-25,turkey,14230
2021-07-26,turkey,16809
2021-07-27,turkey,19761
2021-07-28,turkey,22291
2021-07-29,turkey,22161
2021-07-30,turkey,22083
2021-07-31,turkey,22332
2021-08-01,turkey,20890
2021-08-02,turkey,22898
2021-08-03,turkey,24832
2021-08-04,turkey,26822
2021-08-05,turkey,24297
2021-08-06,turkey,23957
2021-08-07,turkey,25100
2021-08-08,turkey,
2021-08-09,turkey,46400
2021-08-10,turkey,26597
2021-08-11,turkey,27356
2021-05-11,ukraine,2334
2021-05-12,ukraine,4659
2021-05-13,ukraine,6934
2021-05-14,ukraine,7686
2021-05-15,ukraine,6919
2021-05-16,ukraine,3748
2021-05-17,ukraine,2260
2021-05-18,ukraine,4221
2021-05-19,ukraine,5259
2021-05-20,ukraine,5285
2021-05-21,ukraine,5110
2021-05-22,ukraine,4730
2021-05-23,ukraine,2657
2021-05-24,ukraine,1457
2021-05-25,ukraine,2730
2021-05-26,ukraine,3521
2021-05-27,ukraine,3637
2021-05-28,ukraine,3432
2021-05-29,ukraine,3230
2021-05-30,ukraine,1839
2021-05-31,ukraine,1156
2021-06-01,ukraine,2268
2021-06-02,ukraine,2335
2021-06-03,ukraine,2707
2021-06-04,ukraine,2393
2021-06-05,ukraine,2031
2021-06-06,ukraine,1075
2021-06-07,ukraine,667
2021-06-08,ukraine,1736
2021-06-09,ukraine,1521
2021-06-10,ukraine,1924
2021-06-11,ukraine,1747
2021-06-12,ukraine,1424
2021-06-13,ukraine,1019
2021-06-14,ukraine,591
2021-06-15,ukraine,1197
2021-06-16,ukraine,1233
2021-06-17,ukraine,1388
2021-06-18,ukraine,1178
2021-06-19,ukraine,1079
2021-06-20,ukraine,723
2021-06-21,ukraine,587
2021-06-22,ukraine,573
2021-06-23,ukraine,1126
2021-06-24,ukraine,1248
2021-06-25,ukraine,1204
2021-06-26,ukraine,1109
2021-06-27,ukraine,819
2021-06-28,ukraine,677
2021-06-29,ukraine,581
2021-06-30,ukraine,1042
2021-07-01,ukraine,1120
2021-07-02,ukraine,1123
2021-07-03,ukraine,1141
2021-07-04,ukraine,826
2021-07-05,ukraine,702
2021-07-06,ukraine,993
2021-07-07,ukraine,1062
2021-07-08,ukraine,1074
2021-07-09,ukraine,1122
2021-07-10,ukraine,982
2021-07-11,ukraine,779
2021-07-12,ukraine,665
2021-07-13,ukraine,972
2021-07-14,ukraine,1043
2021-07-15,ukraine,1123
2021-07-16,ukraine,1253
2021-07-17,ukraine,1117
2021-07-18,ukraine,837
2021-07-19,ukraine,717
2021-07-20,ukraine,1134
2021-07-21,ukraine,1195
2021-07-22,ukraine,1259
2021-07-23,ukraine,1298
2021-07-24,ukraine,1297
2021-07-25,ukraine,841
2021-07-26,ukraine,774
2021-07-27,ukraine,1227
2021-07-28,ukraine,1267
2021-07-29,ukraine,1396
2021-07-30,ukraine,1510
2021-07-31,ukraine,1459
2021-08-01,ukraine,1024
2021-08-02,ukraine,804
2021-08-03,ukraine,1366
2021-08-04,ukraine,1520
2021-08-05,ukraine,1608
2021-08-06,ukraine,1668
2021-08-07,ukraine,1647
2021-08-08,ukraine,1214
2021-08-09,ukraine,906
2021-08-10,ukraine,1394
2021-08-11,ukraine,1735
2021-08-11,england,26647
2021-08-10,england,20630
2021-08-09,england,21915
2021-08-08,england,24196
2021-08-07,england,25877
2021-08-06,england,28321
2021-08-05,england,26512
2021-08-04,england,26393
2021-08-03,england,19012
2021-08-02,england,19175
2021-08-01,england,21645
2021-07-31,england,23949
2021-07-30,england,26241
2021-07-29,england,27524
2021-07-28,england,24367
2021-07-27,england,20290
2021-07-26,england,22181
2021-07-25,england,25434
2021-07-24,england,28968
2021-07-23,england,32792
2021-07-22,england,35939
2021-07-21,england,39504
2021-07-20,england,43261
2021-07-19,england,34657
2021-07-18,england,44777
2021-07-17,england,50955
2021-07-16,england,47360
2021-07-15,england,44523
2021-07-14,england,37895
2021-07-13,england,32883
2021-07-12,england,30619
2021-07-11,england,28421
2021-07-10,england,29732
2021-07-09,england,31231
2021-07-08,england,28421
2021-07-07,england,27516
2021-07-06,england,25295
2021-07-05,england,23286
2021-07-04,england,20454
2021-07-03,england,21317
2021-07-02,england,22393
2021-07-01,england,22948
2021-06-30,england,21293
2021-06-29,england,16802
2021-06-28,england,18702
2021-06-27,england,11560
2021-06-26,england,15136
2021-06-25,england,13498
2021-06-24,england,13068
2021-06-23,england,12765
2021-06-22,england,9096
2021-06-21,england,8766
2021-06-20,england,7778
2021-06-19,england,8954
2021-06-18,england,9185
2021-06-17,england,9371
2021-06-16,england,7642
2021-06-15,england,6486
2021-06-14,england,6647
2021-06-13,england,6269
2021-06-12,england,6601
2021-06-11,england,6782
2021-06-10,england,6436
2021-06-09,england,6201
2021-06-08,england,5250
2021-06-07,england,4913
2021-06-06,england,4405
2021-06-05,england,4810
2021-06-04,england,5102
2021-06-03,england,4310
2021-06-02,england,3486
2021-06-01,england,2539
2021-05-31,england,2854
2021-05-30,england,2621
2021-05-29,england,2747
2021-05-28,england,3434
2021-05-27,england,2936
2021-05-26,england,2540
2021-05-25,england,2081
2021-05-24,england,1972
2021-05-23,england,1734
2021-05-22,england,2242
2021-05-21,england,2303
2021-05-20,england,2307
2021-05-19,england,2151
2021-05-18,england,2008
2021-05-17,england,1645
2021-05-16,england,1471
2021-05-15,england,1614
2021-05-14,england,1828
2021-05-13,england,2229
2021-05-12,england,1804
2021-05-11,england,2117
2021-08-11,northern ireland,1467
2021-08-10,northern ireland,1305
2021-08-09,northern ireland,1031
2021-08-08,northern ireland,1129
2021-08-07,northern ireland,1349
2021-08-06,northern ireland,1434
2021-08-05,northern ireland,1641
2021-08-04,northern ireland,1040
2021-08-03,northern ireland,1082
2021-08-02,northern ireland,872
2021-08-01,northern ireland,1072
2021-07-31,northern ireland,1177
2021-07-30,northern ireland,1101
2021-07-29,northern ireland,1471
2021-07-28,northern ireland,1600
2021-07-27,northern ireland,1473
2021-07-26,northern ireland,639
2021-07-25,northern ireland,1264
2021-07-24,northern ireland,1520
2021-07-23,northern ireland,1337
2021-07-22,northern ireland,1430
2021-07-21,northern ireland,1973
2021-07-20,northern ireland,1138
2021-07-19,northern ireland,1776
2021-07-18,northern ireland,537
2021-07-17,northern ireland,1402
2021-07-16,northern ireland,1380
2021-07-15,northern ireland,1083
2021-07-14,northern ireland,636
2021-07-13,northern ireland,511
2021-07-12,northern ireland,528
2021-07-11,northern ireland,605
2021-07-10,northern ireland,445
2021-07-09,northern ireland,605
2021-07-08,northern ireland,627
2021-07-07,northern ireland,570
2021-07-06,northern ireland,417
2021-07-05,northern ireland,420
2021-07-04,northern ireland,533
2021-07-03,northern ireland,460
2021-07-02,northern ireland,339
2021-07-01,northern ireland,326
2021-06-30,northern ireland,375
2021-06-29,northern ireland,278
2021-06-28,northern ireland,211
2021-06-27,northern ireland,261
2021-06-26,northern ireland,298
2021-06-25,northern ireland,229
2021-06-24,northern ireland,198
2021-06-23,northern ireland,188
2021-06-22,northern ireland,187
2021-06-21,northern ireland,133
2021-06-20,northern ireland,125
2021-06-19,northern ireland,158
2021-06-18,northern ireland,178
2021-06-17,northern ireland,179
2021-06-16,northern ireland,143
2021-06-15,northern ireland,115
2021-06-14,northern ireland,87
2021-06-13,northern ireland,70
2021-06-12,northern ireland,107
2021-06-11,northern ireland,121
2021-06-10,northern ireland,109
2021-06-09,northern ireland,105
2021-06-08,northern ireland,81
2021-06-07,northern ireland,54
2021-06-06,northern ireland,69
2021-06-05,northern ireland,95
2021-06-04,northern ireland,73
2021-06-03,northern ireland,80
2021-06-02,northern ireland,84
2021-06-01,northern ireland,54
2021-05-31,northern ireland,39
2021-05-30,northern ireland,63
2021-05-29,northern ireland,68
2021-05-28,northern ireland,75
2021-05-27,northern ireland,84
2021-05-26,northern ireland,66
2021-05-25,northern ireland,75
2021-05-24,northern ireland,53
2021-05-23,northern ireland,77
2021-05-22,northern ireland,82
2021-05-21,northern ireland,84
2021-05-20,northern ireland,90
2021-05-19,northern ireland,107
2021-05-18,northern ireland,104
2021-05-17,northern ireland,82
2021-05-16,northern ireland,109
2021-05-15,northern ireland,0
2021-05-14,northern ireland,96
2021-05-13,northern ireland,99
2021-05-12,northern ireland,113
2021-05-11,northern ireland,89
2021-08-11,scotland,1498
2021-08-10,scotland,1032
2021-08-09,scotland,851
2021-08-08,scotland,1240
2021-08-07,scotland,1386
2021-08-06,scotland,1250
2021-08-05,scotland,1381
2021-08-04,scotland,1271
2021-08-03,scotland,1016
2021-08-02,scotland,799
2021-08-01,scotland,1034
2021-07-31,scotland,1018
2021-07-30,scotland,1456
2021-07-29,scotland,1398
2021-07-28,scotland,1179
2021-07-27,scotland,1044
2021-07-26,scotland,1000
2021-07-25,scotland,1237
2021-07-24,scotland,1307
2021-07-23,scotland,1505
2021-07-22,scotland,1825
2021-07-21,scotland,1686
2021-07-20,scotland,1604
2021-07-19,scotland,1464
2021-07-18,scotland,1735
2021-07-17,scotland,2317
2021-07-16,scotland,2047
2021-07-15,scotland,2086
2021-07-14,scotland,2636
2021-07-13,scotland,2529
2021-07-12,scotland,2134
2021-07-11,scotland,2048
2021-07-10,scotland,2190
2021-07-09,scotland,3216
2021-07-08,scotland,2802
2021-07-07,scotland,3799
2021-07-06,scotland,2363
2021-07-05,scotland,2372
2021-07-04,scotland,2726
2021-07-03,scotland,3108
2021-07-02,scotland,3823
2021-07-01,scotland,4234
2021-06-30,scotland,3887
2021-06-29,scotland,3118
2021-06-28,scotland,3285
2021-06-27,scotland,2639
2021-06-26,scotland,2836
2021-06-25,scotland,1747
2021-06-24,scotland,2999
2021-06-23,scotland,2969
2021-06-22,scotland,2167
2021-06-21,scotland,1250
2021-06-20,scotland,1205
2021-06-19,scotland,1209
2021-06-18,scotland,950
2021-06-17,scotland,1317
2021-06-16,scotland,1129
2021-06-15,scotland,974
2021-06-14,scotland,761
2021-06-13,scotland,1036
2021-06-12,scotland,1030
2021-06-11,scotland,1104
2021-06-10,scotland,735
2021-06-09,scotland,1011
2021-06-08,scotland,695
2021-06-07,scotland,641
2021-06-06,scotland,775
2021-06-05,scotland,860
2021-06-04,scotland,992
2021-06-03,scotland,835
2021-06-02,scotland,677
2021-06-01,scotland,478
2021-05-31,scotland,490
2021-05-30,scotland,526
2021-05-29,scotland,583
2021-05-28,scotland,641
2021-05-27,scotland,464
2021-05-26,scotland,546
2021-05-25,scotland,318
2021-05-24,scotland,313
2021-05-23,scotland,378
2021-05-22,scotland,370
2021-05-21,scotland,414
2021-05-20,scotland,432
2021-05-19,scotland,394
2021-05-18,scotland,268
2021-05-17,scotland,161
2021-05-16,scotland,292
2021-05-15,scotland,413
2021-05-14,scotland,215
2021-05-13,scotland,270
2021-05-12,scotland,345
2021-05-11,scotland,238
2021-08-11,wales,0
2021-08-10,wales,543
2021-08-09,wales,1364
2021-08-08,wales,864
2021-08-07,wales,0
2021-08-06,wales,803
2021-08-05,wales,681
2021-08-04,wales,608
2021-08-03,wales,581
2021-08-02,wales,1106
2021-08-01,wales,719
2021-07-31,wales,0
2021-07-30,wales,824
2021-07-29,wales,724
2021-07-28,wales,588
2021-07-27,wales,704
2021-07-26,wales,1130
2021-07-25,wales,1238
2021-07-24,wales,0
2021-07-23,wales,755
2021-07-22,wales,712
2021-07-21,wales,941
2021-07-20,wales,555
2021-07-19,wales,2053
2021-07-18,wales,1112
2021-07-17,wales,0
2021-07-16,wales,1083
2021-07-15,wales,861
2021-07-14,wales,1135
2021-07-13,wales,737
2021-07-12,wales,1190
2021-07-11,wales,698
2021-07-10,wales,0
2021-07-09,wales,655
2021-07-08,wales,701
2021-07-07,wales,663
2021-07-06,wales,698
2021-07-05,wales,1256
2021-07-04,wales,535
2021-07-03,wales,0
2021-07-02,wales,570
2021-07-01,wales,481
2021-06-30,wales,513
2021-06-29,wales,281
2021-06-28,wales,670
2021-06-27,wales,416
2021-06-26,wales,0
2021-06-25,wales,336
2021-06-24,wales,438
2021-06-23,wales,213
2021-06-22,wales,175
2021-06-21,wales,484
2021-06-20,wales,176
2021-06-19,wales,0
2021-06-18,wales,163
2021-06-17,wales,140
2021-06-16,wales,141
2021-06-15,wales,98
2021-06-14,wales,247
2021-06-13,wales,115
2021-06-12,wales,0
2021-06-11,wales,118
2021-06-10,wales,113
2021-06-09,wales,223
2021-06-08,wales,22
2021-06-07,wales,75
2021-06-06,wales,92
2021-06-05,wales,0
2021-06-04,wales,71
2021-06-03,wales,49
2021-06-02,wales,83
2021-06-01,wales,94
2021-05-31,wales,0
2021-05-30,wales,30
2021-05-29,wales,0
2021-05-28,wales,32
2021-05-27,wales,58
2021-05-26,wales,28
2021-05-25,wales,19
2021-05-24,wales,101
2021-05-23,wales,46
2021-05-22,wales,0
2021-05-21,wales,28
2021-05-20,wales,45
2021-05-19,wales,44
2021-05-18,wales,32
2021-05-17,wales,91
2021-05-16,wales,54
2021-05-15,wales,0
2021-05-14,wales,54
2021-05-13,wales,59
2021-05-12,wales,22
2021-05-11,wales,30
